,index,Tanggal,Musim,Tahun,Bulan,Hari,Jam,Kategori_Jam,Libur,Kerja,Cuaca,Suhu,Suhu_Terasa,Kategori_Suhu_Terasa,Kelembapan,Kategori_Kelembapan,Kecepatan_Angin,Kategori_Angin,Non_member,Member,Total
7056,7168,2011-10-26,Musim Dingin,2011,Oktober,Selasa,15,Siang,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,77.0,Sangat Lembap,0.0,Tenang,11,59,70
7057,7169,2011-10-26,Musim Dingin,2011,Oktober,Selasa,16,Sore,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,77.0,Sangat Lembap,6.0032,Tenang,17,196,213
7058,7170,2011-10-26,Musim Dingin,2011,Oktober,Selasa,17,Sore,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,77.0,Sangat Lembap,7.0015,Tenang,40,414,454
7059,7171,2011-10-26,Musim Dingin,2011,Oktober,Selasa,18,Sore,Tidak,Ya,Cerah/Berawan,21.32,25.0,Nyaman,77.0,Sangat Lembap,11.0014,Sepoi Sepoi,55,398,453
7060,7172,2011-10-26,Musim Dingin,2011,Oktober,Selasa,19,Malam,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,82.0,Sangat Lembap,0.0,Tenang,25,306,331
7061,7173,2011-10-26,Musim Dingin,2011,Oktober,Selasa,20,Malam,Tidak,Ya,Cerah/Berawan,20.5,24.240000000000002,Nyaman,88.0,Ekstrem Lembap,0.0,Tenang,27,180,207
7062,7174,2011-10-26,Musim Dingin,2011,Oktober,Selasa,21,Malam,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,77.0,Sangat Lembap,0.0,Tenang,17,140,157
7063,7175,2011-10-26,Musim Dingin,2011,Oktober,Selasa,22,Malam,Tidak,Ya,Kabut/Berawan,19.68,23.485,Nyaman,88.0,Ekstrem Lembap,6.0032,Tenang,23,112,135
7064,7176,2011-10-26,Musim Dingin,2011,Oktober,Selasa,23,Malam,Tidak,Ya,Kabut/Berawan,19.68,23.485,Nyaman,88.0,Ekstrem Lembap,6.0032,Tenang,3,72,75
7065,7177,2011-10-27,Musim Dingin,2011,Oktober,Rabu,0,Dini Hari,Tidak,Ya,Cerah/Berawan,18.86,22.725,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,3,23,26
7066,7178,2011-10-27,Musim Dingin,2011,Oktober,Rabu,1,Dini Hari,Tidak,Ya,Cerah/Berawan,18.86,22.725,Nyaman,94.0,Ekstrem Lembap,0.0,Tenang,2,9,11
7067,7179,2011-10-27,Musim Dingin,2011,Oktober,Rabu,2,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,18.86,22.725,Nyaman,94.0,Ekstrem Lembap,1.5008,Tenang,3,5,8
7068,7180,2011-10-27,Musim Dingin,2011,Oktober,Rabu,3,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,18.86,22.725,Nyaman,94.0,Ekstrem Lembap,3.0016,Tenang,1,3,4
7069,7181,2011-10-27,Musim Dingin,2011,Oktober,Rabu,4,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,19.68,23.485,Nyaman,88.0,Ekstrem Lembap,4.5024,Tenang,1,3,4
7070,7182,2011-10-27,Musim Dingin,2011,Oktober,Rabu,5,Dini Hari,Tidak,Ya,Hujan/Salju Ringan,19.68,23.485,Nyaman,88.0,Ekstrem Lembap,6.0032,Tenang,1,14,15
7071,7183,2011-10-27,Musim Dingin,2011,Oktober,Rabu,6,Pagi,Tidak,Ya,Hujan/Salju Ringan,20.5,24.240000000000002,Nyaman,82.0,Sangat Lembap,6.0032,Tenang,4,42,46
7072,7184,2011-10-27,Musim Dingin,2011,Oktober,Rabu,7,Pagi,Tidak,Ya,Kabut/Berawan,18.86,22.725,Nyaman,94.0,Ekstrem Lembap,6.0032,Tenang,9,128,137
7073,7185,2011-10-27,Musim Dingin,2011,Oktober,Rabu,8,Pagi,Tidak,Ya,Hujan/Salju Ringan,19.68,23.485,Nyaman,88.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,12,304,316
7074,7186,2011-10-27,Musim Dingin,2011,Oktober,Rabu,9,Pagi,Tidak,Ya,Kabut/Berawan,20.5,24.240000000000002,Nyaman,82.0,Sangat Lembap,11.0014,Sepoi Sepoi,16,155,171
7075,7187,2011-10-27,Musim Dingin,2011,Oktober,Rabu,10,Pagi,Tidak,Ya,Hujan/Salju Ringan,20.5,24.240000000000002,Nyaman,88.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,10,52,62
7076,7188,2011-10-27,Musim Dingin,2011,Oktober,Rabu,11,Pagi,Tidak,Ya,Hujan/Salju Ringan,20.5,24.240000000000002,Nyaman,88.0,Ekstrem Lembap,8.9981,Tenang,8,44,52
7077,7189,2011-10-27,Musim Dingin,2011,Oktober,Rabu,12,Siang,Tidak,Ya,Hujan/Salju Ringan,20.5,24.240000000000002,Nyaman,88.0,Ekstrem Lembap,8.9981,Tenang,8,45,53
7078,7190,2011-10-27,Musim Dingin,2011,Oktober,Rabu,13,Siang,Tidak,Ya,Kabut/Berawan,20.5,24.240000000000002,Nyaman,88.0,Ekstrem Lembap,11.0014,Sepoi Sepoi,10,64,74
7079,7191,2011-10-27,Musim Dingin,2011,Oktober,Rabu,14,Siang,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,83.0,Sangat Lembap,0.0,Tenang,16,76,92
7080,7192,2011-10-27,Musim Dingin,2011,Oktober,Rabu,15,Siang,Tidak,Ya,Kabut/Berawan,21.32,25.0,Nyaman,83.0,Sangat Lembap,7.0015,Tenang,12,95,107
7081,7193,2011-10-27,Musim Dingin,2011,Oktober,Rabu,16,Sore,Tidak,Ya,Kabut/Berawan,22.96,26.515,Hangat,73.0,Lembap,11.0014,Sepoi Sepoi,14,193,207
7082,7194,2011-10-27,Musim Dingin,2011,Oktober,Rabu,17,Sore,Tidak,Ya,Kabut/Berawan,20.5,24.240000000000002,Nyaman,72.0,Lembap,31.0009,Sedang,31,291,322
7083,7195,2011-10-27,Musim Dingin,2011,Oktober,Rabu,18,Sore,Tidak,Ya,Kabut/Berawan,19.68,23.485,Nyaman,67.0,Lembap,31.0009,Sedang,14,226,240
7084,7196,2011-10-27,Musim Dingin,2011,Oktober,Rabu,19,Malam,Tidak,Ya,Kabut/Berawan,18.04,21.97,Nyaman,67.0,Lembap,31.0009,Sedang,19,200,219
7085,7197,2011-10-27,Musim Dingin,2011,Oktober,Rabu,20,Malam,Tidak,Ya,Cerah/Berawan,17.22,21.21,Nyaman,67.0,Lembap,32.9975,Sedang,11,171,182
7086,7198,2011-10-27,Musim Dingin,2011,Oktober,Rabu,21,Malam,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,62.0,Lembap,35.0008,Sedang,13,119,132
7087,7199,2011-10-27,Musim Dingin,2011,Oktober,Rabu,22,Malam,Tidak,Ya,Cerah/Berawan,14.76,15.909999999999998,Nyaman,66.0,Lembap,32.9975,Sedang,14,97,111
7088,7200,2011-10-27,Musim Dingin,2011,Oktober,Rabu,23,Malam,Tidak,Ya,Cerah/Berawan,13.940000000000001,15.15,Nyaman,61.0,Lembap,27.999299999999998,Sedang,8,60,68
7089,7201,2011-10-28,Musim Dingin,2011,Oktober,Kamis,0,Dini Hari,Tidak,Ya,Cerah/Berawan,13.940000000000001,15.909999999999998,Nyaman,66.0,Lembap,16.997899999999998,Sepoi Sepoi,4,40,44
7090,7202,2011-10-28,Musim Dingin,2011,Oktober,Kamis,1,Dini Hari,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,66.0,Lembap,16.997899999999998,Sepoi Sepoi,7,9,16
7091,7203,2011-10-28,Musim Dingin,2011,Oktober,Kamis,2,Dini Hari,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,66.0,Lembap,19.0012,Sepoi Sepoi,1,3,4
7092,7204,2011-10-28,Musim Dingin,2011,Oktober,Kamis,3,Dini Hari,Tidak,Ya,Cerah/Berawan,12.299999999999999,14.395,Dingin,70.0,Lembap,19.0012,Sepoi Sepoi,4,4,8
7093,7205,2011-10-28,Musim Dingin,2011,Oktober,Kamis,4,Dini Hari,Tidak,Ya,Cerah/Berawan,12.299999999999999,14.395,Dingin,65.0,Lembap,19.0012,Sepoi Sepoi,5,5,10
7094,7206,2011-10-28,Musim Dingin,2011,Oktober,Kamis,5,Dini Hari,Tidak,Ya,Kabut/Berawan,12.299999999999999,14.395,Dingin,61.0,Lembap,16.997899999999998,Sepoi Sepoi,0,25,25
7095,7207,2011-10-28,Musim Dingin,2011,Oktober,Kamis,6,Pagi,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,65.0,Lembap,16.997899999999998,Sepoi Sepoi,1,74,75
7096,7208,2011-10-28,Musim Dingin,2011,Oktober,Kamis,7,Pagi,Tidak,Ya,Cerah/Berawan,11.48,13.635,Dingin,65.0,Lembap,16.997899999999998,Sepoi Sepoi,6,199,205
7097,7209,2011-10-28,Musim Dingin,2011,Oktober,Kamis,8,Pagi,Tidak,Ya,Cerah/Berawan,12.299999999999999,14.395,Dingin,61.0,Lembap,19.0012,Sepoi Sepoi,13,361,374
7098,7210,2011-10-28,Musim Dingin,2011,Oktober,Kamis,9,Pagi,Tidak,Ya,Cerah/Berawan,13.120000000000001,15.15,Nyaman,56.99999999999999,Nyaman,15.001299999999999,Sepoi Sepoi,19,210,229
7099,7211,2011-10-28,Musim Dingin,2011,Oktober,Kamis,10,Pagi,Tidak,Ya,Cerah/Berawan,13.940000000000001,15.909999999999998,Nyaman,56.99999999999999,Nyaman,15.001299999999999,Sepoi Sepoi,28,102,130
7100,7212,2011-10-28,Musim Dingin,2011,Oktober,Kamis,11,Pagi,Tidak,Ya,Cerah/Berawan,14.76,17.424999999999997,Nyaman,50.0,Nyaman,15.001299999999999,Sepoi Sepoi,40,128,168
7101,7213,2011-10-28,Musim Dingin,2011,Oktober,Kamis,12,Siang,Tidak,Ya,Kabut/Berawan,15.58,19.695,Nyaman,40.0,Kering,11.0014,Sepoi Sepoi,46,167,213
7102,7214,2011-10-28,Musim Dingin,2011,Oktober,Kamis,13,Siang,Tidak,Ya,Kabut/Berawan,15.58,19.695,Nyaman,42.0,Nyaman,15.001299999999999,Sepoi Sepoi,43,185,228
7103,7215,2011-10-28,Musim Dingin,2011,Oktober,Kamis,14,Siang,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,46.0,Nyaman,12.998000000000001,Sepoi Sepoi,33,152,185
7104,7216,2011-10-28,Musim Dingin,2011,Oktober,Kamis,15,Siang,Tidak,Ya,Kabut/Berawan,14.76,16.665,Nyaman,43.0,Nyaman,16.997899999999998,Sepoi Sepoi,44,171,215
7105,7217,2011-10-28,Musim Dingin,2011,Oktober,Kamis,16,Sore,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,46.0,Nyaman,11.0014,Sepoi Sepoi,46,262,308
7106,7218,2011-10-28,Musim Dingin,2011,Oktober,Kamis,17,Sore,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,50.0,Nyaman,8.9981,Tenang,35,411,446
7107,7219,2011-10-28,Musim Dingin,2011,Oktober,Kamis,18,Sore,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,53.0,Nyaman,11.0014,Sepoi Sepoi,36,332,368
7108,7220,2011-10-28,Musim Dingin,2011,Oktober,Kamis,19,Malam,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,50.0,Nyaman,8.9981,Tenang,16,188,204
7109,7221,2011-10-28,Musim Dingin,2011,Oktober,Kamis,20,Malam,Tidak,Ya,Hujan/Salju Ringan,13.940000000000001,15.909999999999998,Nyaman,61.0,Lembap,15.001299999999999,Sepoi Sepoi,12,131,143
7110,7222,2011-10-28,Musim Dingin,2011,Oktober,Kamis,21,Malam,Tidak,Ya,Hujan/Salju Ringan,13.120000000000001,15.909999999999998,Nyaman,70.0,Lembap,11.0014,Sepoi Sepoi,5,69,74
7111,7223,2011-10-28,Musim Dingin,2011,Oktober,Kamis,22,Malam,Tidak,Ya,Hujan/Salju Ringan,12.299999999999999,14.395,Dingin,75.0,Lembap,19.0012,Sepoi Sepoi,4,32,36
7112,7224,2011-10-28,Musim Dingin,2011,Oktober,Kamis,23,Malam,Tidak,Ya,Hujan/Salju Ringan,12.299999999999999,13.635,Dingin,81.0,Sangat Lembap,22.0028,Sedang,8,31,39
7113,7225,2011-10-29,Musim Dingin,2011,Oktober,Jumat,0,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,11.48,12.879999999999999,Dingin,87.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,0,19,19
7114,7226,2011-10-29,Musim Dingin,2011,Oktober,Jumat,1,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,12.299999999999999,13.635,Dingin,87.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,0,18,18
7115,7227,2011-10-29,Musim Dingin,2011,Oktober,Jumat,2,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,12.299999999999999,13.635,Dingin,87.0,Ekstrem Lembap,19.999499999999998,Sepoi Sepoi,1,16,17
7116,7228,2011-10-29,Musim Dingin,2011,Oktober,Jumat,3,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,12.299999999999999,13.635,Dingin,81.0,Sangat Lembap,27.999299999999998,Sedang,0,8,8
7117,7229,2011-10-29,Musim Dingin,2011,Oktober,Jumat,4,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,12.299999999999999,13.635,Dingin,81.0,Sangat Lembap,27.999299999999998,Sedang,0,1,1
7118,7230,2011-10-29,Musim Dingin,2011,Oktober,Jumat,5,Dini Hari,Tidak,Tidak,Hujan/Salju Ringan,10.66,11.365,Dingin,93.0,Ekstrem Lembap,23.9994,Sedang,0,1,1
7119,7231,2011-10-29,Musim Dingin,2011,Oktober,Jumat,6,Pagi,Tidak,Tidak,Hujan/Salju Ringan,10.66,11.365,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,4,1,5
7120,7232,2011-10-29,Musim Dingin,2011,Oktober,Jumat,7,Pagi,Tidak,Tidak,Hujan/Salju Ringan,10.66,11.365,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,1,6,7
7121,7233,2011-10-29,Musim Dingin,2011,Oktober,Jumat,8,Pagi,Tidak,Tidak,Hujan/Salju Ringan,11.48,12.879999999999999,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,4,16,20
7122,7234,2011-10-29,Musim Dingin,2011,Oktober,Jumat,9,Pagi,Tidak,Tidak,Hujan/Salju Ringan,11.48,12.879999999999999,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,1,19,20
7123,7235,2011-10-29,Musim Dingin,2011,Oktober,Jumat,10,Pagi,Tidak,Tidak,Hujan/Salju Ringan,10.66,11.365,Dingin,93.0,Ekstrem Lembap,22.0028,Sedang,0,12,12
7124,7236,2011-10-29,Musim Dingin,2011,Oktober,Jumat,11,Pagi,Tidak,Tidak,Hujan/Salju Ringan,10.66,11.365,Dingin,93.0,Ekstrem Lembap,26.0027,Sedang,1,26,27
7125,7237,2011-10-29,Musim Dingin,2011,Oktober,Jumat,12,Siang,Tidak,Tidak,Hujan/Salju Ringan,9.84,9.85,Dingin,87.0,Ekstrem Lembap,32.9975,Sedang,6,44,50
7126,7238,2011-10-29,Musim Dingin,2011,Oktober,Jumat,13,Siang,Tidak,Tidak,Hujan/Salju Ringan,9.84,9.85,Dingin,87.0,Ekstrem Lembap,35.0008,Sedang,0,30,30
7127,7239,2011-10-29,Musim Dingin,2011,Oktober,Jumat,14,Siang,Tidak,Tidak,Hujan/Salju Ringan,9.84,9.85,Dingin,87.0,Ekstrem Lembap,30.002599999999997,Sedang,0,29,29
7128,7240,2011-10-29,Musim Dingin,2011,Oktober,Jumat,15,Siang,Tidak,Tidak,Hujan/Salju Ringan,9.02,10.605,Dingin,93.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,3,38,41
7129,7241,2011-10-29,Musim Dingin,2011,Oktober,Jumat,16,Sore,Tidak,Tidak,Hujan/Salju Ringan,9.02,9.85,Dingin,93.0,Ekstrem Lembap,22.0028,Sedang,3,19,22
7130,7242,2011-10-29,Musim Dingin,2011,Oktober,Jumat,17,Sore,Tidak,Tidak,Hujan/Salju Ringan,9.02,9.85,Dingin,93.0,Ekstrem Lembap,22.0028,Sedang,3,28,31
7131,7243,2011-10-29,Musim Dingin,2011,Oktober,Jumat,18,Sore,Tidak,Tidak,Hujan/Salju Ringan,9.02,9.85,Dingin,93.0,Ekstrem Lembap,22.0028,Sedang,6,37,43
7132,7244,2011-10-29,Musim Dingin,2011,Oktober,Jumat,19,Malam,Tidak,Tidak,Cerah/Berawan,9.84,10.605,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,3,36,39
7133,7245,2011-10-29,Musim Dingin,2011,Oktober,Jumat,20,Malam,Tidak,Tidak,Cerah/Berawan,9.84,10.605,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,7,40,47
7134,7246,2011-10-29,Musim Dingin,2011,Oktober,Jumat,21,Malam,Tidak,Tidak,Cerah/Berawan,9.84,10.605,Dingin,87.0,Ekstrem Lembap,23.9994,Sedang,1,49,50
7135,7247,2011-10-29,Musim Dingin,2011,Oktober,Jumat,22,Malam,Tidak,Tidak,Cerah/Berawan,9.02,10.605,Dingin,87.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,10,44,54
7136,7248,2011-10-29,Musim Dingin,2011,Oktober,Jumat,23,Malam,Tidak,Tidak,Cerah/Berawan,9.02,11.365,Dingin,87.0,Ekstrem Lembap,12.998000000000001,Sepoi Sepoi,3,33,36
7137,7249,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,0,Dini Hari,Tidak,Tidak,Cerah/Berawan,9.02,10.605,Dingin,87.0,Ekstrem Lembap,15.001299999999999,Sepoi Sepoi,7,47,54
7138,7250,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,1,Dini Hari,Tidak,Tidak,Cerah/Berawan,9.02,10.605,Dingin,87.0,Ekstrem Lembap,16.997899999999998,Sepoi Sepoi,9,34,43
7139,7251,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,2,Dini Hari,Tidak,Tidak,Cerah/Berawan,9.02,10.605,Dingin,87.0,Ekstrem Lembap,19.0012,Sepoi Sepoi,7,43,50
7140,7252,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,3,Dini Hari,Tidak,Tidak,Cerah/Berawan,9.84,10.605,Dingin,75.0,Lembap,23.9994,Sedang,7,26,33
7141,7253,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,4,Dini Hari,Tidak,Tidak,Cerah/Berawan,9.02,9.85,Dingin,80.0,Sangat Lembap,22.0028,Sedang,1,10,11
7142,7254,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,5,Dini Hari,Tidak,Tidak,Cerah/Berawan,9.84,10.605,Dingin,75.0,Lembap,19.999499999999998,Sepoi Sepoi,0,4,4
7143,7255,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,6,Pagi,Tidak,Tidak,Cerah/Berawan,9.84,11.365,Dingin,75.0,Lembap,16.997899999999998,Sepoi Sepoi,2,8,10
7144,7256,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,7,Pagi,Tidak,Tidak,Cerah/Berawan,9.84,14.395,Dingin,75.0,Lembap,0.0,Tenang,7,15,22
7145,7257,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,8,Pagi,Tidak,Tidak,Cerah/Berawan,10.66,12.879999999999999,Dingin,70.0,Lembap,15.001299999999999,Sepoi Sepoi,20,60,80
7146,7258,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,9,Pagi,Tidak,Tidak,Cerah/Berawan,12.299999999999999,14.395,Dingin,65.0,Lembap,16.997899999999998,Sepoi Sepoi,55,92,147
7147,7259,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,10,Pagi,Tidak,Tidak,Cerah/Berawan,13.120000000000001,16.665,Nyaman,61.0,Lembap,6.0032,Tenang,53,125,178
7148,7260,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,11,Pagi,Tidak,Tidak,Cerah/Berawan,14.76,17.424999999999997,Nyaman,53.0,Nyaman,15.001299999999999,Sepoi Sepoi,58,182,240
7149,7261,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,12,Siang,Tidak,Tidak,Cerah/Berawan,15.58,19.695,Nyaman,50.0,Nyaman,12.998000000000001,Sepoi Sepoi,85,229,314
7150,7262,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,13,Siang,Tidak,Tidak,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,43.0,Nyaman,15.001299999999999,Sepoi Sepoi,113,232,345
7151,7263,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,14,Siang,Tidak,Tidak,Cerah/Berawan,17.22,21.21,Nyaman,38.0,Kering,12.998000000000001,Sepoi Sepoi,91,209,300
7152,7264,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,15,Siang,Tidak,Tidak,Cerah/Berawan,17.22,21.21,Nyaman,35.0,Kering,11.0014,Sepoi Sepoi,88,202,290
7153,7265,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,16,Sore,Tidak,Tidak,Cerah/Berawan,17.22,21.21,Nyaman,32.0,Kering,8.9981,Tenang,107,213,320
7154,7266,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,17,Sore,Tidak,Tidak,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,35.0,Kering,7.0015,Tenang,54,191,245
7155,7267,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,18,Sore,Tidak,Tidak,Cerah/Berawan,14.76,17.424999999999997,Nyaman,40.0,Kering,8.9981,Tenang,51,162,213
7156,7268,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,19,Malam,Tidak,Tidak,Cerah/Berawan,22.96,26.515,Hangat,49.0,Nyaman,19.999499999999998,Sepoi Sepoi,28,125,153
7157,7269,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,20,Malam,Tidak,Tidak,Cerah/Berawan,13.940000000000001,18.18,Nyaman,56.99999999999999,Nyaman,0.0,Tenang,18,74,92
7158,7270,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,21,Malam,Tidak,Tidak,Cerah/Berawan,13.120000000000001,17.424999999999997,Nyaman,66.0,Lembap,0.0,Tenang,4,75,79
7159,7271,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,22,Malam,Tidak,Tidak,Cerah/Berawan,12.299999999999999,16.665,Nyaman,75.0,Lembap,0.0,Tenang,13,58,71
7160,7272,2011-10-30,Musim Dingin,2011,Oktober,Sabtu,23,Malam,Tidak,Tidak,Cerah/Berawan,10.66,15.15,Nyaman,87.0,Ekstrem Lembap,0.0,Tenang,7,30,37
7161,7273,2011-10-31,Musim Dingin,2011,Oktober,Minggu,0,Dini Hari,Tidak,Ya,Cerah/Berawan,10.66,15.15,Nyaman,87.0,Ekstrem Lembap,0.0,Tenang,3,20,23
7162,7274,2011-10-31,Musim Dingin,2011,Oktober,Minggu,1,Dini Hari,Tidak,Ya,Cerah/Berawan,10.66,15.15,Nyaman,81.0,Sangat Lembap,0.0,Tenang,5,8,13
7163,7275,2011-10-31,Musim Dingin,2011,Oktober,Minggu,2,Dini Hari,Tidak,Ya,Cerah/Berawan,9.84,14.395,Dingin,87.0,Ekstrem Lembap,0.0,Tenang,0,3,3
7164,7276,2011-10-31,Musim Dingin,2011,Oktober,Minggu,3,Dini Hari,Tidak,Ya,Cerah/Berawan,9.84,12.879999999999999,Dingin,87.0,Ekstrem Lembap,7.0015,Tenang,0,3,3
7165,7277,2011-10-31,Musim Dingin,2011,Oktober,Minggu,4,Dini Hari,Tidak,Ya,Cerah/Berawan,9.84,14.395,Dingin,87.0,Ekstrem Lembap,0.0,Tenang,1,5,6
7166,7278,2011-10-31,Musim Dingin,2011,Oktober,Minggu,5,Dini Hari,Tidak,Ya,Cerah/Berawan,9.02,13.635,Dingin,93.0,Ekstrem Lembap,0.0,Tenang,0,18,18
7167,7279,2011-10-31,Musim Dingin,2011,Oktober,Minggu,6,Pagi,Tidak,Ya,Cerah/Berawan,9.84,14.395,Dingin,87.0,Ekstrem Lembap,0.0,Tenang,4,82,86
7168,7280,2011-10-31,Musim Dingin,2011,Oktober,Minggu,7,Pagi,Tidak,Ya,Cerah/Berawan,9.84,14.395,Dingin,93.0,Ekstrem Lembap,0.0,Tenang,11,216,227
7169,7281,2011-10-31,Musim Dingin,2011,Oktober,Minggu,8,Pagi,Tidak,Ya,Kabut/Berawan,11.48,15.909999999999998,Nyaman,87.0,Ekstrem Lembap,0.0,Tenang,17,355,372
7170,7282,2011-10-31,Musim Dingin,2011,Oktober,Minggu,9,Pagi,Tidak,Ya,Kabut/Berawan,13.120000000000001,15.909999999999998,Nyaman,76.0,Sangat Lembap,11.0014,Sepoi Sepoi,14,197,211
7171,7283,2011-10-31,Musim Dingin,2011,Oktober,Minggu,10,Pagi,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,56.99999999999999,Nyaman,11.0014,Sepoi Sepoi,18,87,105
7172,7284,2011-10-31,Musim Dingin,2011,Oktober,Minggu,11,Pagi,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,50.0,Nyaman,8.9981,Tenang,31,97,128
7173,7285,2011-10-31,Musim Dingin,2011,Oktober,Minggu,12,Siang,Tidak,Ya,Cerah/Berawan,17.22,21.21,Nyaman,44.0,Nyaman,15.001299999999999,Sepoi Sepoi,30,140,170
7174,7286,2011-10-31,Musim Dingin,2011,Oktober,Minggu,13,Siang,Tidak,Ya,Kabut/Berawan,18.04,21.97,Nyaman,44.0,Nyaman,15.001299999999999,Sepoi Sepoi,24,128,152
7175,7287,2011-10-31,Musim Dingin,2011,Oktober,Minggu,14,Siang,Tidak,Ya,Kabut/Berawan,18.04,21.97,Nyaman,47.0,Nyaman,15.001299999999999,Sepoi Sepoi,22,119,141
7176,7288,2011-10-31,Musim Dingin,2011,Oktober,Minggu,15,Siang,Tidak,Ya,Cerah/Berawan,18.04,21.97,Nyaman,47.0,Nyaman,11.0014,Sepoi Sepoi,27,141,168
7177,7289,2011-10-31,Musim Dingin,2011,Oktober,Minggu,16,Sore,Tidak,Ya,Cerah/Berawan,17.22,21.21,Nyaman,54.0,Nyaman,11.0014,Sepoi Sepoi,30,242,272
7178,7290,2011-10-31,Musim Dingin,2011,Oktober,Minggu,17,Sore,Tidak,Ya,Cerah/Berawan,17.22,21.21,Nyaman,54.0,Nyaman,8.9981,Tenang,44,442,486
7179,7291,2011-10-31,Musim Dingin,2011,Oktober,Minggu,18,Sore,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,66.0,Lembap,6.0032,Tenang,30,392,422
7180,7292,2011-10-31,Musim Dingin,2011,Oktober,Minggu,19,Malam,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,66.0,Lembap,6.0032,Tenang,12,226,238
7181,7293,2011-10-31,Musim Dingin,2011,Oktober,Minggu,20,Malam,Tidak,Ya,Cerah/Berawan,16.400000000000002,20.455000000000002,Nyaman,66.0,Lembap,6.0032,Tenang,18,154,172
7182,7294,2011-10-31,Musim Dingin,2011,Oktober,Minggu,21,Malam,Tidak,Ya,Kabut/Berawan,14.76,17.424999999999997,Nyaman,76.0,Sangat Lembap,12.998000000000001,Sepoi Sepoi,7,109,116
